Play,Player,URL,Resultstats
The Tempest,Boatswain,https://www.google.com/search?hl=en&q=The Tempest+Boatswain,134000
The Tempest,ALONSO,https://www.google.com/search?hl=en&q=The Tempest+ALONSO,978000
The Tempest,ANTONIO,https://www.google.com/search?hl=en&q=The Tempest+ANTONIO,6530000
The Tempest,GONZALO,https://www.google.com/search?hl=en&q=The Tempest+GONZALO,595000
The Tempest,SEBASTIAN,https://www.google.com/search?hl=en&q=The Tempest+SEBASTIAN,4250000
The Tempest,Mariners,https://www.google.com/search?hl=en&q=The Tempest+Mariners,560000
The Tempest,MIRANDA,https://www.google.com/search?hl=en&q=The Tempest+MIRANDA,3760000
The Tempest,PROSPERO,https://www.google.com/search?hl=en&q=The Tempest+PROSPERO,1170000
The Tempest,ARIEL,https://www.google.com/search?hl=en&q=The Tempest+ARIEL,3020000
The Tempest,CALIBAN,https://www.google.com/search?hl=en&q=The Tempest+CALIBAN,608000
The Tempest,FERDINAND,https://www.google.com/search?hl=en&q=The Tempest+FERDINAND,1650000
The Tempest,ADRIAN,https://www.google.com/search?hl=en&q=The Tempest+ADRIAN,2420000
The Tempest,FRANCISCO,https://www.google.com/search?hl=en&q=The Tempest+FRANCISCO,6070000
The Tempest,TRINCULO,https://www.google.com/search?hl=en&q=The Tempest+TRINCULO,151000
The Tempest,STEPHANO,https://www.google.com/search?hl=en&q=The Tempest+STEPHANO,192000
The Tempest,IRIS,https://www.google.com/search?hl=en&q=The Tempest+IRIS,4300000
The Tempest,CERES,https://www.google.com/search?hl=en&q=The Tempest+CERES,491000
The Tempest,JUNO,https://www.google.com/search?hl=en&q=The Tempest+JUNO,992000
Timon of Athens,PROSPERO,https://www.google.com/search?hl=en&q=Timon of Athens+PROSPERO,38300
Timon of Athens,Poet,https://www.google.com/search?hl=en&q=Timon of Athens+Poet,466000
Timon of Athens,Painter,https://www.google.com/search?hl=en&q=Timon of Athens+Painter,203000
Timon of Athens,Merchant,https://www.google.com/search?hl=en&q=Timon of Athens+Merchant,281000
Timon of Athens,Jeweller,https://www.google.com/search?hl=en&q=Timon of Athens+Jeweller,52800
Timon of Athens,TIMON,https://www.google.com/search?hl=en&q=Timon of Athens+TIMON,1390000
Timon of Athens,Messenger,https://www.google.com/search?hl=en&q=Timon of Athens+Messenger,128000
Timon of Athens,Old Athenian,https://www.google.com/search?hl=en&q=Timon of Athens+Old Athenian,70600
Timon of Athens,LUCILIUS,https://www.google.com/search?hl=en&q=Timon of Athens+LUCILIUS,33200
Timon of Athens,APEMANTUS,https://www.google.com/search?hl=en&q=Timon of Athens+APEMANTUS,57200
Timon of Athens,ALCIBIADES,https://www.google.com/search?hl=en&q=Timon of Athens+ALCIBIADES,59300
Timon of Athens,First Lord,https://www.google.com/search?hl=en&q=Timon of Athens+First Lord,418000
Timon of Athens,Second Lord,https://www.google.com/search?hl=en&q=Timon of Athens+Second Lord,298000
Timon of Athens,VENTIDIUS,https://www.google.com/search?hl=en&q=Timon of Athens+VENTIDIUS,13300
Timon of Athens,Third Lord,https://www.google.com/search?hl=en&q=Timon of Athens+Third Lord,261000
Timon of Athens,Servant,https://www.google.com/search?hl=en&q=Timon of Athens+Servant,212000
Timon of Athens,Cupid,https://www.google.com/search?hl=en&q=Timon of Athens+Cupid,60500
Timon of Athens,First Lady,https://www.google.com/search?hl=en&q=Timon of Athens+First Lady,306000
Timon of Athens,All Ladies,https://www.google.com/search?hl=en&q=Timon of Athens+All Ladies,519000
Timon of Athens,FLAVIUS,https://www.google.com/search?hl=en&q=Timon of Athens+FLAVIUS,43400
Timon of Athens,All,https://www.google.com/search?hl=en&q=Timon of Athens+All,1620000
Timon of Athens,Second Servant,https://www.google.com/search?hl=en&q=Timon of Athens+Second Servant,92300
Timon of Athens,Third Servant,https://www.google.com/search?hl=en&q=Timon of Athens+Third Servant,94800
Timon of Athens,All Lords,https://www.google.com/search?hl=en&q=Timon of Athens+All Lords,169000
Timon of Athens,Senator,https://www.google.com/search?hl=en&q=Timon of Athens+Senator,284000
Timon of Athens,CAPHIS,https://www.google.com/search?hl=en&q=Timon of Athens+CAPHIS,9270
Timon of Athens,All Servants,https://www.google.com/search?hl=en&q=Timon of Athens+All Servants,171000
Timon of Athens,Fool,https://www.google.com/search?hl=en&q=Timon of Athens+Fool,211000
Timon of Athens,Page,https://www.google.com/search?hl=en&q=Timon of Athens+Page,550000
Timon of Athens,Servants,https://www.google.com/search?hl=en&q=Timon of Athens+Servants,185000
Timon of Athens,FLAMINIUS,https://www.google.com/search?hl=en&q=Timon of Athens+FLAMINIUS,14600
Timon of Athens,LUCULLUS,https://www.google.com/search?hl=en&q=Timon of Athens+LUCULLUS,21200
Timon of Athens,First Stranger,https://www.google.com/search?hl=en&q=Timon of Athens+First Stranger,201000
Timon of Athens,Second Stranger,https://www.google.com/search?hl=en&q=Timon of Athens+Second Stranger,172000
Timon of Athens,SERVILIUS,https://www.google.com/search?hl=en&q=Timon of Athens+SERVILIUS,19000
Timon of Athens,Third Stranger,https://www.google.com/search?hl=en&q=Timon of Athens+Third Stranger,178000
Timon of Athens,SEMPRONIUS,https://www.google.com/search?hl=en&q=Timon of Athens+SEMPRONIUS,20200
Timon of Athens,First Servant,https://www.google.com/search?hl=en&q=Timon of Athens+First Servant,116000
Timon of Athens,TITUS,https://www.google.com/search?hl=en&q=Timon of Athens+TITUS,532000
Timon of Athens,HORTENSIUS,https://www.google.com/search?hl=en&q=Timon of Athens+HORTENSIUS,11400
Timon of Athens,PHILOTUS,https://www.google.com/search?hl=en&q=Timon of Athens+PHILOTUS,13200
Timon of Athens,First Senator,https://www.google.com/search?hl=en&q=Timon of Athens+First Senator,174000
Timon of Athens,Second Senator,https://www.google.com/search?hl=en&q=Timon of Athens+Second Senator,179000
Timon of Athens,Third Senator,https://www.google.com/search?hl=en&q=Timon of Athens+Third Senator,141000
Timon of Athens,Some Speak,https://www.google.com/search?hl=en&q=Timon of Athens+Some Speak,478000
Timon of Athens,Some Others,https://www.google.com/search?hl=en&q=Timon of Athens+Some Others,739000
Timon of Athens,Fourth Lord,https://www.google.com/search?hl=en&q=Timon of Athens+Fourth Lord,146000
Timon of Athens,PHRYNIA,https://www.google.com/search?hl=en&q=Timon of Athens+PHRYNIA,9900
Timon of Athens,TIMANDRA,https://www.google.com/search?hl=en&q=Timon of Athens+TIMANDRA,10800
Timon of Athens,First Bandit,https://www.google.com/search?hl=en&q=Timon of Athens+First Bandit,44700
Timon of Athens,Second Bandit,https://www.google.com/search?hl=en&q=Timon of Athens+Second Bandit,38900
Timon of Athens,Third Bandit,https://www.google.com/search?hl=en&q=Timon of Athens+Third Bandit,27500
Timon of Athens,Banditti,https://www.google.com/search?hl=en&q=Timon of Athens+Banditti,9190
Timon of Athens,Both,https://www.google.com/search?hl=en&q=Timon of Athens+Both,1250000
Timon of Athens,Soldier,https://www.google.com/search?hl=en&q=Timon of Athens+Soldier,207000
Titus Andronicus,ALCIBIADES,https://www.google.com/search?hl=en&q=Titus Andronicus+ALCIBIADES,23600
Titus Andronicus,SATURNINUS,https://www.google.com/search?hl=en&q=Titus Andronicus+SATURNINUS,58400
Titus Andronicus,BASSIANUS,https://www.google.com/search?hl=en&q=Titus Andronicus+BASSIANUS,42800
Titus Andronicus,MARCUS ANDRONICUS,https://www.google.com/search?hl=en&q=Titus Andronicus+MARCUS ANDRONICUS,375000
Titus Andronicus,Captain,https://www.google.com/search?hl=en&q=Titus Andronicus+Captain,209000
Titus Andronicus,TITUS ANDRONICUS,https://www.google.com/search?hl=en&q=Titus Andronicus+TITUS ANDRONICUS,2810000
Titus Andronicus,LUCIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+LUCIUS,186000
Titus Andronicus,TAMORA,https://www.google.com/search?hl=en&q=Titus Andronicus+TAMORA,122000
Titus Andronicus,CHIRON,https://www.google.com/search?hl=en&q=Titus Andronicus+CHIRON,45000
Titus Andronicus,DEMETRIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+DEMETRIUS,109000
Titus Andronicus,LAVINIA,https://www.google.com/search?hl=en&q=Titus Andronicus+LAVINIA,158000
Titus Andronicus,Tribunes,https://www.google.com/search?hl=en&q=Titus Andronicus+Tribunes,74200
Titus Andronicus,MUTIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+MUTIUS,16100
Titus Andronicus,MARTIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+MARTIUS,25500
Titus Andronicus,QUINTUS,https://www.google.com/search?hl=en&q=Titus Andronicus+QUINTUS,49600
Titus Andronicus,All,https://www.google.com/search?hl=en&q=Titus Andronicus+All,3210000
Titus Andronicus,AARON,https://www.google.com/search?hl=en&q=Titus Andronicus+AARON,370000
Titus Andronicus,MARCUS,https://www.google.com/search?hl=en&q=Titus Andronicus+MARCUS,317000
Titus Andronicus,Messenger,https://www.google.com/search?hl=en&q=Titus Andronicus+Messenger,207000
Titus Andronicus,Young LUCIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+Young LUCIUS,78900
Titus Andronicus,Nurse,https://www.google.com/search?hl=en&q=Titus Andronicus+Nurse,240000
Titus Andronicus,PUBLIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+PUBLIUS,61000
Titus Andronicus,Clown,https://www.google.com/search?hl=en&q=Titus Andronicus+Clown,139000
Titus Andronicus,AEMILIUS,https://www.google.com/search?hl=en&q=Titus Andronicus+AEMILIUS,28600
Titus Andronicus,First Goth,https://www.google.com/search?hl=en&q=Titus Andronicus+First Goth,190000
Titus Andronicus,All the Goths,https://www.google.com/search?hl=en&q=Titus Andronicus+All the Goths,288000
Titus Andronicus,Second Goth,https://www.google.com/search?hl=en&q=Titus Andronicus+Second Goth,156000
Titus Andronicus,Third Goth,https://www.google.com/search?hl=en&q=Titus Andronicus+Third Goth,115000
Troilus and Cressida,LUCIUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+LUCIUS,9
Troilus and Cressida,TROILUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+TROILUS,1600000
Troilus and Cressida,PANDARUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+PANDARUS,80000
Troilus and Cressida,AENEAS,https://www.google.com/search?hl=en&q=Troilus and Cressida+AENEAS,38800
Troilus and Cressida,CRESSIDA,https://www.google.com/search?hl=en&q=Troilus and Cressida+CRESSIDA,1340000
Troilus and Cressida,ALEXANDER,https://www.google.com/search?hl=en&q=Troilus and Cressida+ALEXANDER,228000
Troilus and Cressida,Boy,https://www.google.com/search?hl=en&q=Troilus and Cressida+Boy,275000
Troilus and Cressida,AGAMEMNON,https://www.google.com/search?hl=en&q=Troilus and Cressida+AGAMEMNON,94900
Troilus and Cressida,NESTOR,https://www.google.com/search?hl=en&q=Troilus and Cressida+NESTOR,70500
Troilus and Cressida,ULYSSES,https://www.google.com/search?hl=en&q=Troilus and Cressida+ULYSSES,138000
Troilus and Cressida,MENELAUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+MENELAUS,33600
Troilus and Cressida,AJAX,https://www.google.com/search?hl=en&q=Troilus and Cressida+AJAX,129000
Troilus and Cressida,THERSITES,https://www.google.com/search?hl=en&q=Troilus and Cressida+THERSITES,53300
Troilus and Cressida,ACHILLES,https://www.google.com/search?hl=en&q=Troilus and Cressida+ACHILLES,222000
Troilus and Cressida,PATROCLUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+PATROCLUS,42000
Troilus and Cressida,PRIAM,https://www.google.com/search?hl=en&q=Troilus and Cressida+PRIAM,63800
Troilus and Cressida,HECTOR,https://www.google.com/search?hl=en&q=Troilus and Cressida+HECTOR,191000
Troilus and Cressida,HELENUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+HELENUS,27300
Troilus and Cressida,CASSANDRA,https://www.google.com/search?hl=en&q=Troilus and Cressida+CASSANDRA,74000
Troilus and Cressida,PARIS,https://www.google.com/search?hl=en&q=Troilus and Cressida+PARIS,371000
Troilus and Cressida,DIOMEDES,https://www.google.com/search?hl=en&q=Troilus and Cressida+DIOMEDES,34400
Troilus and Cressida,Servant,https://www.google.com/search?hl=en&q=Troilus and Cressida+Servant,157000
Troilus and Cressida,HELEN,https://www.google.com/search?hl=en&q=Troilus and Cressida+HELEN,258000
Troilus and Cressida,CALCHAS,https://www.google.com/search?hl=en&q=Troilus and Cressida+CALCHAS,21300
Troilus and Cressida,DEIPHOBUS,https://www.google.com/search?hl=en&q=Troilus and Cressida+DEIPHOBUS,29000
Troilus and Cressida,ALL,https://www.google.com/search?hl=en&q=Troilus and Cressida+ALL,1420000
Troilus and Cressida,ANDROMACHE,https://www.google.com/search?hl=en&q=Troilus and Cressida+ANDROMACHE,22200
Troilus and Cressida,MARGARELON,https://www.google.com/search?hl=en&q=Troilus and Cressida+MARGARELON,14800
Troilus and Cressida,MYRMIDONS,https://www.google.com/search?hl=en&q=Troilus and Cressida+MYRMIDONS,11400
Twelfth Night,PANDARUS,https://www.google.com/search?hl=en&q=Twelfth Night+PANDARUS,16200
Twelfth Night,DUKE ORSINO,https://www.google.com/search?hl=en&q=Twelfth Night+DUKE ORSINO,132000
Twelfth Night,CURIO,https://www.google.com/search?hl=en&q=Twelfth Night+CURIO,145000
Twelfth Night,VALENTINE,https://www.google.com/search?hl=en&q=Twelfth Night+VALENTINE,1850000
Twelfth Night,VIOLA,https://www.google.com/search?hl=en&q=Twelfth Night+VIOLA,1510000
Twelfth Night,Captain,https://www.google.com/search?hl=en&q=Twelfth Night+Captain,5060000
Twelfth Night,SIR TOBY BELCH,https://www.google.com/search?hl=en&q=Twelfth Night+SIR TOBY BELCH,97700
Twelfth Night,MARIA,https://www.google.com/search?hl=en&q=Twelfth Night+MARIA,5330000
Twelfth Night,SIR ANDREW,https://www.google.com/search?hl=en&q=Twelfth Night+SIR ANDREW,2430000
Twelfth Night,Clown,https://www.google.com/search?hl=en&q=Twelfth Night+Clown,886000
Twelfth Night,OLIVIA,https://www.google.com/search?hl=en&q=Twelfth Night+OLIVIA,1630000
Twelfth Night,MALVOLIO,https://www.google.com/search?hl=en&q=Twelfth Night+MALVOLIO,398000
Twelfth Night,ANTONIO,https://www.google.com/search?hl=en&q=Twelfth Night+ANTONIO,2490000
Twelfth Night,SEBASTIAN,https://www.google.com/search?hl=en&q=Twelfth Night+SEBASTIAN,1420000
Twelfth Night,FABIAN,https://www.google.com/search?hl=en&q=Twelfth Night+FABIAN,344000
Twelfth Night,Servant,https://www.google.com/search?hl=en&q=Twelfth Night+Servant,2280000
Twelfth Night,First Officer,https://www.google.com/search?hl=en&q=Twelfth Night+First Officer,5000000
Twelfth Night,Second Officer,https://www.google.com/search?hl=en&q=Twelfth Night+Second Officer,5230000
Twelfth Night,Priest,https://www.google.com/search?hl=en&q=Twelfth Night+Priest,3260000
Two Gentlemen of Verona,Clown,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+Clown,358000
Two Gentlemen of Verona,VALENTINE,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+VALENTINE,399000
Two Gentlemen of Verona,PROTEUS,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+PROTEUS,141000
Two Gentlemen of Verona,SPEED,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+SPEED,621000
Two Gentlemen of Verona,JULIA,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+JULIA,448000
Two Gentlemen of Verona,LUCETTA,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+LUCETTA,17900
Two Gentlemen of Verona,ANTONIO,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+ANTONIO,502000
Two Gentlemen of Verona,PANTHINO,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+PANTHINO,13700
Two Gentlemen of Verona,SILVIA,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+SILVIA,214000
Two Gentlemen of Verona,LAUNCE,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+LAUNCE,36800
Two Gentlemen of Verona,THURIO,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+THURIO,29600
Two Gentlemen of Verona,DUKE,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+DUKE,562000
Two Gentlemen of Verona,First Outlaw,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+First Outlaw,258000
Two Gentlemen of Verona,Second Outlaw,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+Second Outlaw,240000
Two Gentlemen of Verona,Third Outlaw,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+Third Outlaw,213000
Two Gentlemen of Verona,Host,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+Host,394000
Two Gentlemen of Verona,EGLAMOUR,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+EGLAMOUR,41000
Two Gentlemen of Verona,Outlaws,https://www.google.com/search?hl=en&q=Two Gentlemen of Verona+Outlaws,101000
A Winter's Tale,VALENTINE,https://www.google.com/search?hl=en&q=A Winter's Tale+VALENTINE,22800000
A Winter's Tale,ARCHIDAMUS,https://www.google.com/search?hl=en&q=A Winter's Tale+ARCHIDAMUS,18300
A Winter's Tale,CAMILLO,https://www.google.com/search?hl=en&q=A Winter's Tale+CAMILLO,363000
A Winter's Tale,POLIXENES,https://www.google.com/search?hl=en&q=A Winter's Tale+POLIXENES,61900
A Winter's Tale,LEONTES,https://www.google.com/search?hl=en&q=A Winter's Tale+LEONTES,213000
A Winter's Tale,HERMIONE,https://www.google.com/search?hl=en&q=A Winter's Tale+HERMIONE,334000
A Winter's Tale,MAMILLIUS,https://www.google.com/search?hl=en&q=A Winter's Tale+MAMILLIUS,41300
A Winter's Tale,First Lady,https://www.google.com/search?hl=en&q=A Winter's Tale+First Lady,98000000
A Winter's Tale,Second Lady,https://www.google.com/search?hl=en&q=A Winter's Tale+Second Lady,66300000
A Winter's Tale,First Lord,https://www.google.com/search?hl=en&q=A Winter's Tale+First Lord,33800000
A Winter's Tale,ANTIGONUS,https://www.google.com/search?hl=en&q=A Winter's Tale+ANTIGONUS,58100
A Winter's Tale,PAULINA,https://www.google.com/search?hl=en&q=A Winter's Tale+PAULINA,202000
A Winter's Tale,Gaoler,https://www.google.com/search?hl=en&q=A Winter's Tale+Gaoler,71600
A Winter's Tale,EMILIA,https://www.google.com/search?hl=en&q=A Winter's Tale+EMILIA,6660000
A Winter's Tale,First Servant,https://www.google.com/search?hl=en&q=A Winter's Tale+First Servant,13700000
A Winter's Tale,Second Servant,https://www.google.com/search?hl=en&q=A Winter's Tale+Second Servant,10800000
A Winter's Tale,Lords,https://www.google.com/search?hl=en&q=A Winter's Tale+Lords,36400000
A Winter's Tale,Servant,https://www.google.com/search?hl=en&q=A Winter's Tale+Servant,11200000
A Winter's Tale,CLEOMENES,https://www.google.com/search?hl=en&q=A Winter's Tale+CLEOMENES,29300
A Winter's Tale,DION,https://www.google.com/search?hl=en&q=A Winter's Tale+DION,3470000
A Winter's Tale,Officer,https://www.google.com/search?hl=en&q=A Winter's Tale+Officer,30400000
A Winter's Tale,Mariner,https://www.google.com/search?hl=en&q=A Winter's Tale+Mariner,2810000
A Winter's Tale,Shepherd,https://www.google.com/search?hl=en&q=A Winter's Tale+Shepherd,10900000
A Winter's Tale,Clown,https://www.google.com/search?hl=en&q=A Winter's Tale+Clown,476000
A Winter's Tale,Time,https://www.google.com/search?hl=en&q=A Winter's Tale+Time,8890000
A Winter's Tale,AUTOLYCUS,https://www.google.com/search?hl=en&q=A Winter's Tale+AUTOLYCUS,62600
A Winter's Tale,FLORIZEL,https://www.google.com/search?hl=en&q=A Winter's Tale+FLORIZEL,63800
A Winter's Tale,PERDITA,https://www.google.com/search?hl=en&q=A Winter's Tale+PERDITA,184000
A Winter's Tale,DORCAS,https://www.google.com/search?hl=en&q=A Winter's Tale+DORCAS,243000
A Winter's Tale,MOPSA,https://www.google.com/search?hl=en&q=A Winter's Tale+MOPSA,50700
A Winter's Tale,Shepard,https://www.google.com/search?hl=en&q=A Winter's Tale+Shepard,10900000
A Winter's Tale,Gentleman,https://www.google.com/search?hl=en&q=A Winter's Tale+Gentleman,41400000
A Winter's Tale,Lord,https://www.google.com/search?hl=en&q=A Winter's Tale+Lord,39600000
A Winter's Tale,First Gentleman,https://www.google.com/search?hl=en&q=A Winter's Tale+First Gentleman,39000000
A Winter's Tale,Second Gentleman,https://www.google.com/search?hl=en&q=A Winter's Tale+Second Gentleman,27700000
A Winter's Tale,Third Gentleman,https://www.google.com/search?hl=en&q=A Winter's Tale+Third Gentleman,17400000
